case_id,case_type,court_level,filing_year,num_parties,has_jury,num_legal_reps,duration_days,settled_pre_trial,prior_cases_same_party,outcome
1470,contract,trial,2015,2,False,2,183,False,9,defendant_win
1471,civil,appeal,2019,2,False,3,131,True,10,settled
1472,contract,trial,2016,2,False,1,244,True,6,settled
1473,family,trial,2015,4,False,2,179,True,6,settled
1474,contract,trial,2016,5,False,2,112,False,10,plaintiff_win
1475,family,appeal,2022,3,False,1,139,False,5,settled
1476,contract,appeal,2022,2,False,1,304,True,3,settled
1477,civil,appeal,2021,4,False,1,230,True,10,settled
1478,contract,appeal,2022,4,False,2,313,True,8,settled
1479,civil,appeal,2020,4,False,3,202,True,5,settled
1480,contract,appeal,2022,3,False,2,356,False,3,defendant_win
1481,contract,appeal,2017,2,False,3,235,True,2,settled
1482,criminal,appeal,2019,5,True,2,92,True,3,settled
1483,civil,appeal,2020,5,False,2,102,False,2,defendant_win
1484,criminal,trial,2015,4,True,1,280,True,1,settled
1485,civil,appeal,2021,3,False,3,153,False,4,plaintiff_win
1486,criminal,appeal,2021,3,False,2,150,False,1,plaintiff_win
1487,family,appeal,2021,3,False,2,304,False,5,defendant_win
1488,contract,appeal,2015,5,False,1,149,False,2,plaintiff_win
1489,civil,appeal,2015,4,False,1,346,False,5,defendant_win
1490,civil,appeal,2015,2,False,3,193,False,10,defendant_win
1491,contract,appeal,2015,5,True,2,315,False,9,defendant_win
1492,civil,appeal,2021,4,False,3,294,False,8,plaintiff_win
1493,civil,appeal,2021,4,True,2,349,False,0,defendant_win
1494,criminal,appeal,2016,2,True,3,190,False,5,defendant_win
1495,civil,appeal,2020,2,False,1,337,True,8,settled
1496,family,trial,2019,2,False,2,118,True,10,settled
1497,family,trial,2022,3,False,3,171,True,3,settled
1498,contract,appeal,2022,2,False,1,232,False,10,plaintiff_win
1499,civil,appeal,2017,4,False,1,338,False,1,plaintiff_win
1500,contract,trial,2021,2,False,3,256,False,3,defendant_win
